"","location","year","gdp"
"3220","Switzerland","2046","968000663943.269"
"3320","Switzerland","2047","986165190910.502"
"3420","Switzerland","2048","1004670575123.22"
"3520","Switzerland","2049","1023523212765.71"
"3620","Switzerland","2050","1042729620046.61"
"11121","Chile","2019","4.72e+11"
"1380","Chile","2020","4.43e+11"
"721","Chile","2021","494994910000"
"839","Chile","2022","507072785804"
"921","Chile","2023","504375158583.523"
"1021","Chile","2024","512485511133.546"
"1121","Chile","2025","524236803903.838"
"1221","Chile","2026","536640246684.203"
"1321","Chile","2027","549643039861.361"
"1421","Chile","2028","560332577988.247"
"1521","Chile","2029","571230007814.07"
"1621","Chile","2030","582339372446.959"
"1721","Chile","2031","593664793626"
"1821","Chile","2032","605210473250.462"
"1921","Chile","2033","616980694938.766"
"2021","Chile","2034","628979825617.768"
"2121","Chile","2035","641212317142.957"
"2221","Chile","2036","653682707950.157"
"2321","Chile","2037","666395624739.354"
"2421","Chile","2038","679355784191.274"
"2521","Chile","2039","692567994717.336"
"2621","Chile","2040","706037158243.648"
"2726","Chile","2041","719768272029.692"
"2822","Chile","2042","733766430522.383"
"2922","Chile","2043","748036827246.184"
"3022","Chile","2044","762584756729.98"
"3121","Chile","2045","777415616471.428"
"3221","Chile","2046","792534908939.506"
"3321","Chile","2047","807948243616.015"
"3421","Chile","2048","823661339076.775"
"3521","Chile","2049","839680025113.305"
"3621","Chile","2050","856010244895.761"
"11131","China","2019","2.25e+13"
"1381","China","2020","2.3e+13"
"722","China","2021","2.49435e+13"
"841","China","2022","25689061215000"
"922","China","2023","26976083181871.5"
"1022","China","2024","28098288242237.4"
"1122","China","2025","29255094769170.3"
"1222","China","2026","30446069677223.2"
"1322","China","2027","31561309209499.9"
"1422","China","2028","33656064207876.4"
"1522","China","2029","35889850146766.1"
"1622","China","2030","38271894645835.6"
"1722","China","2031","40812037770905.1"
"1822","China","2032","43520772682598.9"
"1922","China","2033","46409288982887.2"
"2022","China","2034","49489518938580.6"
"2122","China","2035","52774186772722.2"
"2222","China","2036","56276861227498.6"
"2322","China","2037","60012011615802.5"
"2422","China","2038","63995067592992.2"
"2522","China","2039","68242482895761.5"
"2622","China","2040","72771803311420.7"
"2727","China","2041","77601739158365.4"
"2823","China","2042","82752242577145.2"
"2923","China","2043","88244589951415.8"
"3023","China","2044","94101469799250.9"
"3122","China","2045","100347076497886"
"3222","China","2046","107007210229067"
"3322","China","2047","114109383557865"
"3422","China","2048","121682935085238"
"3522","China","2049","129759150643818"
"3622","China","2050","138371392537586"
"11141","Côte d'Ivoire","2019","1.34e+11"
"1382","Côte d'Ivoire","2020","1.37e+11"
"723","Côte d'Ivoire","2021","1.4659e+11"
"843","Côte d'Ivoire","2022","156411530000"
"923","Côte d'Ivoire","2023","166109044860"
"1023","Côte d'Ivoire","2024","177072241820.76"
"1123","Côte d'Ivoire","2025","188404865297.289"
"1223","Côte d'Ivoire","2026","200274371811.018"
"1323","Côte d'Ivoire","2027","212491108491.49"
"1423","Côte d'Ivoire","2028","226390723216.741"
"1523","Côte d'Ivoire","2029","241199549112.671"
"1623","Côte d'Ivoire","2030","256977060126.525"
"1723","Côte d'Ivoire","2031","273786620556.342"
"1823","Côte d'Ivoire","2032","291695739529.262"
"1923","Côte d'Ivoire","2033","310776342125.942"
"2023","Côte d'Ivoire","2034","331105058239.946"
"2123","Côte d'Ivoire","2035","352763530332.21"
"2223","Côte d'Ivoire","2036","375838741316.549"
"2323","Côte d'Ivoire","2037","400423363893.04"
"2423","Côte d'Ivoire","2038","426616132732.237"
"2523","Côte d'Ivoire","2039","454522241004.962"
"2623","Côte d'Ivoire","2040","484253762850.168"
"2728","Côte d'Ivoire","2041","515930103477.57"
"2824","Côte d'Ivoire","2042","549678478712.69"
"2924","Côte d'Ivoire","2043","585634425910.239"
"3024","Côte d'Ivoire","2044","623942348287.717"
"3123","Côte d'Ivoire","2045","664756094865.331"
"3223","Côte d'Ivoire","2046","708239578341.351"
"3323","Côte d'Ivoire","2047","754567433384.347"
"3423","Côte d'Ivoire","2048","803925717986.097"
"3523","Côte d'Ivoire","2049","856512660691.869"
"3623","Côte d'Ivoire","2050","912539456709.048"
"11151","Cameroon","2019","96851610490"
"1383","Cameroon","2020","97103359705"
"724","Cameroon","2021","100646661300.635"
"848","Cameroon","2022","104446072764.734"
"924","Cameroon","2023","108603026460.77"
"1024","Cameroon","2024","113138288845.772"
"1124","Cameroon","2025","118157103338.97"
"1224","Cameroon","2026","123426910147.888"
"1324","Cameroon","2027","128999635141.065"
"1424","Cameroon","2028","133999696940.422"
"1524","Cameroon","2029","139193562528.216"
"1624","Cameroon","2030","144588743793.284"
"1724","Cameroon","2031","150193043787.367"
"1824","Cameroon","2032","156014568010.665"
"1924","Cameroon","2033","162061736134.825"
"2024","Cameroon","2034","168343294180.311"
"2124","Cameroon","2035","174868327165.779"
"2224","Cameroon","2036","181646272247.739"
"2324","Cameroon","2037","188686932369.516"
"2424","Cameroon","2038","196000490439.25"
"2524","Cameroon","2039","203597524057.437"
"2624","Cameroon","2040","211489020815.315"
"2729","Cameroon","2041","219686394186.221"
"2825","Cameroon","2042","228201500032.899"
"2925","Cameroon","2043","237046653754.634"
"3025","Cameroon","2044","246234648099.019"
"3124","Cameroon","2045","255778771664.11"
"3224","Cameroon","2046","265692828117.724"
"3324","Cameroon","2047","275991156161.689"
"3424","Cameroon","2048","286688650269.911"
"3524","Cameroon","2049","297800782230.255"
"3624","Cameroon","2050","309343623521.393"
"11161","Democratic Republic of the Congo","2019","95291603462"
"1384","Democratic Republic of the Congo","2020","96945315643"
"725","Democratic Republic of the Congo","2021","102982100448.09"
"849","Democratic Republic of the Congo","2022","112165014345.046"
"925","Democratic Republic of the Congo","2023","119718206411.041"
"1025","Democratic Republic of the Congo","2024","125330595927.591"
"1125","Democratic Republic of the Congo","2025","132013223302.45"
"1225","Democratic Republic of the Congo","2026","138943917525.829"
"1325","Democratic Republic of the Congo","2027","146794248866.038"
"1425","Democratic Republic of the Congo","2028","152777154109.15"
"1525","Democratic Republic of the Congo","2029","159003905112.055"
"1625","Democratic Republic of the Congo","2030","165484440316.389"
"1725","Democratic Republic of the Congo","2031","172229103225.669"
"1825","Democratic Republic of the Congo","2032","179248658914.432"
"1925","Democratic Republic of the Congo","2033","186554311210.242"
"2025","Democratic Republic of the Congo","2034","194157720575.982"
"2125","Democratic Republic of the Congo","2035","202071022720.978"
"2225","Democratic Republic of the Congo","2036","210306847970.655"
"2325","Democratic Republic of the Congo","2037","218878341425.648"
"2425","Democratic Republic of the Congo","2038","227799183942.538"
"2525","Democratic Republic of the Congo","2039","237083613969.699"
"2625","Democratic Republic of the Congo","2040","246746450273.113"
"2730","Democratic Republic of the Congo","2041","256803115588.424"
"2826","Democratic Republic of the Congo","2042","267269661236.977"
"2926","Democratic Republic of the Congo","2043","278162792745.138"
"3026","Democratic Republic of the Congo","2044","289499896507.781"
"3126","Democratic Republic of the Congo","2045","301299067538.503"
"3225","Democratic Republic of the Congo","2046","313579138350.854"
"3325","Democratic Republic of the Congo","2047","326359709016.684"
"3425","Democratic Republic of the Congo","2048","339661178449.579"
"3525","Democratic Republic of the Congo","2049","353504776963.319"
"3625","Democratic Republic of the Congo","2050","367912600157.326"
"11171","Congo","2019","22806528658"
"1385","Congo","2020","21377066073"
"726","Congo","2021","21603021661.3916"
"850","Congo","2022","21981074540.466"
"926","Congo","2023","22867571276.683"
"1026","Congo","2024","23879689981.389"
"1126","Congo","2025","24656973890.2832"
"1226","Congo","2026","25586788375.6858"
"1326","Congo","2027","26584673122.3375"
"1426","Congo","2028","25538682573.6929"
"1526","Congo","2029","24533847175.718"
"1626","Congo","2030","23568547653.3353"
"1726","Congo","2031","22641228442.8555"
"1826","Congo","2032","21750395185.2131"
"1926","Congo","2033","20894612317.8322"
"2026","Congo","2034","20072500761.242"
"2126","Congo","2035","19282735696.7139"
"2226","Congo","2036","18524044431.3386"
"2326","Congo","2037","17795204347.1033"
"2426","Congo","2038","17095040930.6636"
"2526","Congo","2039","16422425880.6353"
"2626","Congo","2040","15776275289.3561"
"2731","Congo","2041","15155547896.187"
"2827","Congo","2042","14559243409.5382"
"2927","Congo","2043","13986400894.9166"
"3027","Congo","2044","13436097226.3962"
"3127","Congo","2045","12907445599.0165"
"3226","Congo","2046","12399594099.7114"
"3326","Congo","2047","11911724334.4657"
"3426","Congo","2048","11443050109.4875"
"3526","Congo","2049","10992816164.2699"
"3626","Congo","2050","10560296954.5019"
"11181","Colombia","2019","7.34e+11"
"1386","Colombia","2020","6.8e+11"
"727","Colombia","2021","754908800000"
"851","Colombia","2022","809692531616"
"927","Colombia","2023","821368297921.903"
"1027","Colombia","2024","837614962854.798"
"1127","Colombia","2025","862157081266.444"
"1227","Colombia","2026","890996235634.807"
"1327","Colombia","2027","920800059716.791"
"1427","Colombia","2028","942042840064.924"
"1527","Colombia","2029","963775689578.623"
"1627","Colombia","2030","986009914112.542"
"1727","Colombia","2031","1008757080346.45"
"1827","Colombia","2032","1032029021802.46"
"1927","Colombia","2033","1055837845001.05"
"2027","Colombia","2034","1080195935759.1"
"2127","Colombia","2035","1105115965633.27"
"2227","Colombia","2036","1130610898511.95"
"2327","Colombia","2037","1156693997359.36"
"2427","Colombia","2038","1183378831115.2"
"2527","Colombia","2039","1210679281753.47"
"2627","Colombia","2040","1238609551504.14"
"2732","Colombia","2041","1267184170241.45"
"2828","Colombia","2042","1296418003042.62"
"2928","Colombia","2043","1326326257920.96"
"3028","Colombia","2044","1356924493737.37"
"3128","Colombia","2045","1388228628294.37"
"3227","Colombia","2046","1420254946616.85"
"3327","Colombia","2047","1453020109423.87"
"3427","Colombia","2048","1486541161795.87"
"3527","Colombia","2049","1520835542041.89"
"3627","Colombia","2050","1555921090771.29"
"11211","Costa Rica","2019","1.06e+11"
"1389","Costa Rica","2020","1.01e+11"
"728","Costa Rica","2021","108858810000"
"852","Costa Rica","2022","113545181770.5"
"928","Costa Rica","2023","118558201545.668"
"1028","Costa Rica","2024","122341393756.99"
"1128","Costa Rica","2025","126248977873.588"
"1228","Costa Rica","2026","130285157696.207"
"1328","Costa Rica","2027","134454282742.486"
"1428","Costa Rica","2028","139001597238.679"
"1528","Costa Rica","2029","143702704300.683"
"1628","Costa Rica","2030","148562805273.89"
"1728","Costa Rica","2031","153587277415.926"
"1828","Costa Rica","2032","158781679846.096"
"1928","Costa Rica","2033","164151759696.04"
"2028","Costa Rica","2034","169703458468.41"
"2128","Costa Rica","2035","175442918610.602"
"2228","Costa Rica","2036","181376490310.809"
"2328","Costa Rica","2037","187510738523.926"
"2428","Costa Rica","2038","193852450235.072"
"2528","Costa Rica","2039","200408641968.769"
"2628","Costa Rica","2040","207186567552.087"
"2733","Costa Rica","2041","214193726140.338"
"2829","Costa Rica","2042","221437870514.207"
"2929","Costa Rica","2043","228927015657.497"
"3029","Costa Rica","2044","236669447624.974"
"3129","Costa Rica","2045","244673732710.13"
"3228","Costa Rica","2046","252948726923.006"
"3328","Costa Rica","2047","261503585788.555"
"3428","Costa Rica","2048","270347774476.395"
"3528","Costa Rica","2049","279491078273.155"
"3628","Costa Rica","2050","288943613409"
"11261","Cyprus","2019","36814267716"
"1394","Cyprus","2020","35565947259"
"729","Cyprus","2021","37923613902.7991"
"854","Cyprus","2022","40059851073.9438"
"929","Cyprus","2023","40959995927.5753"
"1029","Cyprus","2024","42056904618.5158"
"1129","Cyprus","2025","43322817447.5331"
"1229","Cyprus","2026","44629433621.7507"
"1329","Cyprus","2027","45947787090.9372"
"1429","Cyprus","2028","48686069686.5331"
"1529","Cyprus","2029","51587541677.0503"
"1629","Cyprus","2030","54661928420.5135"
"1729","Cyprus","2031","57919534862.786"
"1829","Cyprus","2032","61371280078.4127"
"1929","Cyprus","2033","65028733869.9427"
"2029","Cyprus","2034","68904155548.4075"
"2129","Cyprus","2035","73010535024.9428"
"2229","Cyprus","2036","77361636351.2867"
"2329","Cyprus","2037","81972043855.0973"
"2429","Cyprus","2038","86857211024.7282"
"2529","Cyprus","2039","92033512307.3187"
"2629","Cyprus","2040","97518297993.8181"
"2734","Cyprus","2041","103329952374.912"
"2830","Cyprus","2042","109487955362.781"
"2930","Cyprus","2043","116012947785.243"
"3030","Cyprus","2044","122926800571.132"
"3130","Cyprus","2045","130252688058.815"
"3230","Cyprus","2046","138015165673.572"
"3329","Cyprus","2047","146240252234.199"
"3429","Cyprus","2048","154955517164.715"
"3529","Cyprus","2049","164190172903.498"
"3629","Cyprus","2050","173975172819.592"
"11271","Czech Republic","2019","4.37e+11"
"1395","Czech Republic","2020","4.13e+11"
"730","Czech Republic","2021","427673890000"
"855","Czech Republic","2022","437690012503.8"
"930","Czech Republic","2023","438490985226.682"
"1030","Czech Republic","2024","448549968427.782"
"1130","Czech Republic","2025","461696968002.4"
"1230","Czech Republic","2026","474361315834.706"
"1330","Czech Republic","2027","486111245627.932"
"1430","Czech Republic","2028","503065788185.23"
"1530","Czech Republic","2029","520611669692.023"
"1630","Czech Republic","2030","538769514812.881"
"1730","Czech Republic","2031","557560667557.497"
"1830","Czech Republic","2032","577007216369.936"
"1930","Czech Republic","2033","597132020092.95"
"2030","Czech Republic","2034","617958734837.871"
"2130","Czech Republic","2035","639511841791.669"
"2230","Czech Republic","2036","661816675993.863"
